0(2.7900, 0.2000, -1.2300)
0(2.7400, 0.2000, -1.0200)
0(2.0600, 0.2000, -1.0200)
0(2.0200, 0.2000, -0.7200)
0(0.5400, 0.2000, -1.0300)
0(0.2600, 0.2000, -1.4300)
0(-0.6000, 0.2000, -1.2700)
0(-1.5400, 0.2000, 0.2000)
1(2.7656, 0.2000, -1.2300)
1(2.7154, 0.2000, -1.0204)
1(2.0406, 0.2000, -1.0169)
1(1.9988, 0.2000, -0.7176)
1(0.5232, 0.2000, -1.0322)
1(0.2831, 0.2000, -1.4319)
1(-0.5776, 0.2000, -1.2764)
1(-1.5296, 0.2000, 0.1968)
2(2.7412, 0.2000, -1.2300)
2(2.6908, 0.2000, -1.0208)
2(2.0213, 0.2000, -1.0138)
2(1.9776, 0.2000, -0.7153)
2(0.5065, 0.2000, -1.0343)
2(0.3063, 0.2000, -1.4338)
2(-0.5552, 0.2000, -1.2828)
2(-1.5192, 0.2000, 0.1936)
3(2.7168, 0.2000, -1.2300)
3(2.6662, 0.2000, -1.0212)
3(2.0019, 0.2000, -1.0106)
3(1.9565, 0.2000, -0.7129)
3(0.4897, 0.2000, -1.0365)
3(0.3294, 0.2000, -1.4356)
3(-0.5328, 0.2000, -1.2892)
3(-1.5088, 0.2000, 0.1904)
4(2.6924, 0.2000, -1.2300)
4(2.6415, 0.2000, -1.0215)
4(1.9825, 0.2000, -1.0075)
4(1.9353, 0.2000, -0.7106)
4(0.4730, 0.2000, -1.0386)
4(0.3525, 0.2000, -1.4375)
4(-0.5104, 0.2000, -1.2956)
4(-1.4984, 0.2000, 0.1872)
5(2.6680, 0.2000, -1.2300)
5(2.6169, 0.2000, -1.0219)
5(1.9631, 0.2000, -1.0044)
5(1.9141, 0.2000, -0.7082)
5(0.4562, 0.2000, -1.0408)
5(0.3756, 0.2000, -1.4394)
5(-0.4880, 0.2000, -1.3020)
5(-1.4880, 0.2000, 0.1840)
6(2.6436, 0.2000, -1.2300)
6(2.5923, 0.2000, -1.0223)
6(1.9438, 0.2000, -1.0013)
6(1.8929, 0.2000, -0.7059)
6(0.4395, 0.2000, -1.0430)
6(0.3987, 0.2000, -1.4413)
6(-0.4656, 0.2000, -1.3084)
6(-1.4776, 0.2000, 0.1808)
7(2.6192, 0.2000, -1.2300)
7(2.5677, 0.2000, -1.0227)
7(1.9244, 0.2000, -0.9981)
7(1.8718, 0.2000, -0.7035)
7(0.4227, 0.2000, -1.0451)
7(0.4219, 0.2000, -1.4431)
7(-0.4432, 0.2000, -1.3148)
7(-1.4672, 0.2000, 0.1776)
8(2.5948, 0.2000, -1.2300)
8(2.5431, 0.2000, -1.0231)
8(1.9050, 0.2000, -0.9950)
8(1.8506, 0.2000, -0.7012)
8(0.4059, 0.2000, -1.0473)
8(0.4450, 0.2000, -1.4450)
8(-0.4208, 0.2000, -1.3212)
8(-1.4568, 0.2000, 0.1744)
9(2.5704, 0.2000, -1.2300)
9(2.5185, 0.2000, -1.0235)
9(1.8856, 0.2000, -0.9919)
9(1.8294, 0.2000, -0.6988)
9(0.3892, 0.2000, -1.0495)
9(0.4681, 0.2000, -1.4469)
9(-0.3984, 0.2000, -1.3276)
9(-1.4464, 0.2000, 0.1712)
10(2.5460, 0.2000, -1.2300)
10(2.4938, 0.2000, -1.0238)
10(1.8663, 0.2000, -0.9888)
10(1.8082, 0.2000, -0.6965)
10(0.3724, 0.2000, -1.0516)
10(0.4912, 0.2000, -1.4488)
10(-0.3760, 0.2000, -1.3340)
10(-1.4360, 0.2000, 0.1680)
11(2.5216, 0.2000, -1.2300)
11(2.4692, 0.2000, -1.0242)
11(1.8469, 0.2000, -0.9856)
11(1.7871, 0.2000, -0.6941)
11(0.3557, 0.2000, -1.0538)
11(0.5144, 0.2000, -1.4506)
11(-0.3536, 0.2000, -1.3404)
11(-1.4256, 0.2000, 0.1648)
12(2.4972, 0.2000, -1.2300)
12(2.4446, 0.2000, -1.0246)
12(1.8275, 0.2000, -0.9825)
12(1.7659, 0.2000, -0.6918)
12(0.3389, 0.2000, -1.0559)
12(0.5375, 0.2000, -1.4525)
12(-0.3312, 0.2000, -1.3468)
12(-1.4152, 0.2000, 0.1616)
13(2.4728, 0.2000, -1.2300)
13(2.4200, 0.2000, -1.0250)
13(1.8081, 0.2000, -0.9794)
13(1.7447, 0.2000, -0.6894)
13(0.3222, 0.2000, -1.0581)
13(0.5606, 0.2000, -1.4544)
13(-0.3088, 0.2000, -1.3532)
13(-1.4048, 0.2000, 0.1584)
14(2.4484, 0.2000, -1.2300)
14(2.3954, 0.2000, -1.0254)
14(1.7888, 0.2000, -0.9763)
14(1.7235, 0.2000, -0.6871)
14(0.3054, 0.2000, -1.0603)
14(0.5837, 0.2000, -1.4563)
14(-0.2864, 0.2000, -1.3596)
14(-1.3944, 0.2000, 0.1552)
15(2.4240, 0.2000, -1.2300)
15(2.3708, 0.2000, -1.0258)
15(1.7694, 0.2000, -0.9731)
15(1.7024, 0.2000, -0.6847)
15(0.2886, 0.2000, -1.0624)
15(0.6069, 0.2000, -1.4581)
15(-0.2640, 0.2000, -1.3660)
15(-1.3840, 0.2000, 0.1520)
16(2.3996, 0.2000, -1.2300)
16(2.3462, 0.2000, -1.0262)
16(1.7500, 0.2000, -0.9700)
16(1.6812, 0.2000, -0.6824)
16(0.2719, 0.2000, -1.0646)
16(0.6300, 0.2000, -1.4600)
16(-0.2416, 0.2000, -1.3724)
16(-1.3736, 0.2000, 0.1488)
17(2.3752, 0.2000, -1.2300)
17(2.3215, 0.2000, -1.0265)
17(1.7306, 0.2000, -0.9669)
17(1.6600, 0.2000, -0.6800)
17(0.2551, 0.2000, -1.0668)
17(0.6531, 0.2000, -1.4619)
17(-0.2192, 0.2000, -1.3788)
17(-1.3632, 0.2000, 0.1456)
18(2.3508, 0.2000, -1.2300)
18(2.2969, 0.2000, -1.0269)
18(1.7113, 0.2000, -0.9638)
18(1.6388, 0.2000, -0.6776)
18(0.2384, 0.2000, -1.0689)
18(0.6762, 0.2000, -1.4638)
18(-0.1968, 0.2000, -1.3852)
18(-1.3528, 0.2000, 0.1424)
19(2.3264, 0.2000, -1.2300)
19(2.2723, 0.2000, -1.0273)
19(1.6919, 0.2000, -0.9606)
19(1.6176, 0.2000, -0.6753)
19(0.2216, 0.2000, -1.0711)
19(0.6994, 0.2000, -1.4656)
19(-0.1744, 0.2000, -1.3916)
19(-1.3424, 0.2000, 0.1392)
20(2.3020, 0.2000, -1.2300)
20(2.2477, 0.2000, -1.0277)
20(1.6725, 0.2000, -0.9575)
20(1.5965, 0.2000, -0.6729)
20(0.2049, 0.2000, -1.0732)
20(0.7225, 0.2000, -1.4675)
20(-0.1520, 0.2000, -1.3980)
20(-1.3320, 0.2000, 0.1360)
21(2.2776, 0.2000, -1.2300)
21(2.2231, 0.2000, -1.0281)
21(1.6531, 0.2000, -0.9544)
21(1.5753, 0.2000, -0.6706)
21(0.1881, 0.2000, -1.0754)
21(0.7456, 0.2000, -1.4694)
21(-0.1296, 0.2000, -1.4044)
21(-1.3216, 0.2000, 0.1328)
22(2.2532, 0.2000, -1.2300)
22(2.1985, 0.2000, -1.0285)
22(1.6338, 0.2000, -0.9513)
22(1.5541, 0.2000, -0.6682)
22(0.1714, 0.2000, -1.0776)
22(0.7687, 0.2000, -1.4713)
22(-0.1072, 0.2000, -1.4108)
22(-1.3112, 0.2000, 0.1296)
23(2.2288, 0.2000, -1.2300)
23(2.1738, 0.2000, -1.0288)
23(1.6144, 0.2000, -0.9481)
23(1.5329, 0.2000, -0.6659)
23(0.1546, 0.2000, -1.0797)
23(0.7919, 0.2000, -1.4731)
23(-0.0848, 0.2000, -1.4172)
23(-1.3008, 0.2000, 0.1264)
23(3.5600, 0.2000, -1.3600)
24(2.2044, 0.2000, -1.2300)
24(2.1492, 0.2000, -1.0292)
24(1.5950, 0.2000, -0.9450)
24(1.5118, 0.2000, -0.6635)
24(0.1378, 0.2000, -1.0819)
24(0.8150, 0.2000, -1.4750)
24(-0.0624, 0.2000, -1.4236)
24(-1.2904, 0.2000, 0.1232)
24(3.5326, 0.2000, -1.3657)
25(2.1800, 0.2000, -1.2300)
25(2.1246, 0.2000, -1.0296)
25(1.5756, 0.2000, -0.9419)
25(1.4906, 0.2000, -0.6612)
25(0.1211, 0.2000, -1.0841)
25(0.8381, 0.2000, -1.4769)
25(-0.0400, 0.2000, -1.4300)
25(-1.2800, 0.2000, 0.1200)
25(3.5052, 0.2000, -1.3713)
26(2.1567, 0.2000, -1.2283)
26(2.1000, 0.2000, -1.0300)
26(1.5563, 0.2000, -0.9388)
26(1.4694, 0.2000, -0.6588)
26(0.1043, 0.2000, -1.0862)
26(0.8612, 0.2000, -1.4788)
26(-0.0158, 0.2000, -1.4336)
26(-1.2731, 0.2000, 0.1210)
26(3.4778, 0.2000, -1.3770)
27(2.1333, 0.2000, -1.2267)
27(2.0784, 0.2000, -1.0281)
27(1.5369, 0.2000, -0.9356)
27(1.4482, 0.2000, -0.6565)
27(0.0876, 0.2000, -1.0884)
27(0.8844, 0.2000, -1.4806)
27(0.0083, 0.2000, -1.4372)
27(-1.2662, 0.2000, 0.1219)
27(3.4504, 0.2000, -1.3826)
28(2.1100, 0.2000, -1.2250)
28(2.0568, 0.2000, -1.0261)
28(1.5175, 0.2000, -0.9325)
28(1.4271, 0.2000, -0.6541)
28(0.0708, 0.2000, -1.0905)
28(0.9075, 0.2000, -1.4825)
28(0.0325, 0.2000, -1.4408)
28(-1.2593, 0.2000, 0.1229)
28(3.4230, 0.2000, -1.3883)
29(2.0867, 0.2000, -1.2233)
29(2.0352, 0.2000, -1.0242)
29(1.4981, 0.2000, -0.9294)
29(1.4059, 0.2000, -0.6518)
29(0.0541, 0.2000, -1.0927)
29(0.9306, 0.2000, -1.4844)
29(0.0567, 0.2000, -1.4444)
29(-1.2524, 0.2000, 0.1238)
29(3.3957, 0.2000, -1.3939)
30(2.0633, 0.2000, -1.2217)
30(2.0136, 0.2000, -1.0223)
30(1.4788, 0.2000, -0.9263)
30(1.3847, 0.2000, -0.6494)
30(0.0373, 0.2000, -1.0949)
30(0.9537, 0.2000, -1.4863)
30(0.0808, 0.2000, -1.4481)
30(-1.2455, 0.2000, 0.1248)
30(3.3683, 0.2000, -1.3996)
31(2.0400, 0.2000, -1.2200)
31(1.9919, 0.2000, -1.0203)
31(1.4594, 0.2000, -0.9231)
31(1.3635, 0.2000, -0.6471)
31(0.0205, 0.2000, -1.0970)
31(0.9769, 0.2000, -1.4881)
31(0.1050, 0.2000, -1.4517)
31(-1.2386, 0.2000, 0.1257)
31(3.3409, 0.2000, -1.4052)
32(2.0167, 0.2000, -1.2183)
32(1.9703, 0.2000, -1.0184)
32(1.4400, 0.2000, -0.9200)
32(1.3424, 0.2000, -0.6447)
32(0.0038, 0.2000, -1.0992)
32(1.0000, 0.2000, -1.4900)
32(0.1292, 0.2000, -1.4553)
32(-1.2317, 0.2000, 0.1267)
32(3.3135, 0.2000, -1.4109)
33(1.9933, 0.2000, -1.2167)
33(1.9487, 0.2000, -1.0165)
33(1.4206, 0.2000, -0.9183)
33(1.3212, 0.2000, -0.6424)
33(-0.0130, 0.2000, -1.1014)
33(1.0183, 0.2000, -1.4896)
33(0.1533, 0.2000, -1.4589)
33(-1.2248, 0.2000, 0.1276)
33(3.2861, 0.2000, -1.4165)
34(1.9700, 0.2000, -1.2150)
34(1.9271, 0.2000, -1.0145)
34(1.4011, 0.2000, -0.9167)
34(1.3000, 0.2000, -0.6400)
34(-0.0297, 0.2000, -1.1035)
34(1.0367, 0.2000, -1.4892)
34(0.1775, 0.2000, -1.4625)
34(-1.2179, 0.2000, 0.1286)
34(3.2587, 0.2000, -1.4222)
35(1.9467, 0.2000, -1.2133)
35(1.9055, 0.2000, -1.0126)
35(1.3817, 0.2000, -0.9150)
35(1.2809, 0.2000, -0.6400)
35(-0.0465, 0.2000, -1.1057)
35(1.0550, 0.2000, -1.4888)
35(0.2017, 0.2000, -1.4661)
35(-1.2110, 0.2000, 0.1295)
35(3.2313, 0.2000, -1.4278)
36(1.9233, 0.2000, -1.2117)
36(1.8839, 0.2000, -1.0106)
36(1.3622, 0.2000, -0.9133)
36(1.2617, 0.2000, -0.6400)
36(-0.0632, 0.2000, -1.1078)
36(1.0733, 0.2000, -1.4883)
36(0.2258, 0.2000, -1.4697)
36(-1.2040, 0.2000, 0.1305)
36(3.2039, 0.2000, -1.4335)
37(1.9000, 0.2000, -1.2100)
37(1.8623, 0.2000, -1.0087)
37(1.3428, 0.2000, -0.9117)
37(1.2426, 0.2000, -0.6400)
37(-0.0800, 0.2000, -1.1100)
37(1.0917, 0.2000, -1.4879)
37(0.2500, 0.2000, -1.4733)
37(-1.1971, 0.2000, 0.1314)
37(3.1765, 0.2000, -1.4391)
38(1.8767, 0.2000, -1.2083)
38(1.8406, 0.2000, -1.0068)
38(1.3233, 0.2000, -0.9100)
38(1.2234, 0.2000, -0.6400)
38(-0.0971, 0.2000, -1.1153)
38(1.1100, 0.2000, -1.4875)
38(0.2742, 0.2000, -1.4769)
38(-1.1902, 0.2000, 0.1324)
38(3.1491, 0.2000, -1.4448)
39(1.8533, 0.2000, -1.2067)
39(1.8190, 0.2000, -1.0048)
39(1.3039, 0.2000, -0.9083)
39(1.2043, 0.2000, -0.6400)
39(-0.1141, 0.2000, -1.1206)
39(1.1283, 0.2000, -1.4871)
39(0.2983, 0.2000, -1.4806)
39(-1.1833, 0.2000, 0.1333)
39(3.1217, 0.2000, -1.4504)
40(1.8300, 0.2000, -1.2050)
40(1.7974, 0.2000, -1.0029)
40(1.2844, 0.2000, -0.9067)
40(1.1851, 0.2000, -0.6400)
40(-0.1312, 0.2000, -1.1259)
40(1.1467, 0.2000, -1.4867)
40(0.3225, 0.2000, -1.4842)
40(-1.1764, 0.2000, 0.1343)
40(3.0944, 0.2000, -1.4561)
41(1.8067, 0.2000, -1.2033)
41(1.7758, 0.2000, -1.0010)
41(1.2650, 0.2000, -0.9050)
41(1.1660, 0.2000, -0.6400)
41(-0.1482, 0.2000, -1.1312)
41(1.1650, 0.2000, -1.4863)
41(0.3467, 0.2000, -1.4878)
41(-1.1695, 0.2000, 0.1352)
41(3.0670, 0.2000, -1.4617)
42(1.7833, 0.2000, -1.2017)
42(1.7542, 0.2000, -0.9990)
42(1.2456, 0.2000, -0.9033)
42(1.1468, 0.2000, -0.6400)
42(-0.1653, 0.2000, -1.1365)
42(1.1833, 0.2000, -1.4858)
42(0.3708, 0.2000, -1.4914)
42(-1.1626, 0.2000, 0.1362)
42(3.0396, 0.2000, -1.4674)
43(1.7600, 0.2000, -1.2000)
43(1.7326, 0.2000, -0.9971)
43(1.2261, 0.2000, -0.9017)
43(1.1277, 0.2000, -0.6400)
43(-0.1824, 0.2000, -1.1418)
43(1.2017, 0.2000, -1.4854)
43(0.3950, 0.2000, -1.4950)
43(-1.1557, 0.2000, 0.1371)
43(3.0122, 0.2000, -1.4730)
44(1.7367, 0.2000, -1.1983)
44(1.7110, 0.2000, -0.9952)
44(1.2067, 0.2000, -0.9000)
44(1.1085, 0.2000, -0.6400)
44(-0.1994, 0.2000, -1.1471)
44(1.2200, 0.2000, -1.4850)
44(0.4192, 0.2000, -1.4986)
44(-1.1488, 0.2000, 0.1381)
44(2.9848, 0.2000, -1.4787)
45(1.7133, 0.2000, -1.1967)
45(1.6894, 0.2000, -0.9932)
45(1.1872, 0.2000, -0.8983)
45(1.0894, 0.2000, -0.6400)
45(-0.2165, 0.2000, -1.1524)
45(1.2383, 0.2000, -1.4846)
45(0.4433, 0.2000, -1.5022)
45(-1.1419, 0.2000, 0.1390)
45(2.9574, 0.2000, -1.4843)
46(1.6900, 0.2000, -1.1950)
46(1.6677, 0.2000, -0.9913)
46(1.1678, 0.2000, -0.8967)
46(1.0702, 0.2000, -0.6400)
46(-0.2335, 0.2000, -1.1576)
46(1.2567, 0.2000, -1.4842)
46(0.4675, 0.2000, -1.5058)
46(-1.1350, 0.2000, 0.1400)
46(2.9300, 0.2000, -1.4900)
47(1.6667, 0.2000, -1.1933)
47(1.6461, 0.2000, -0.9894)
47(1.1483, 0.2000, -0.8950)
47(1.0511, 0.2000, -0.6400)
47(-0.2506, 0.2000, -1.1629)
47(1.2750, 0.2000, -1.4838)
47(0.4917, 0.2000, -1.5094)
47(-1.1281, 0.2000, 0.1410)
47(2.9064, 0.2000, -1.4908)
48(1.6433, 0.2000, -1.1917)
48(1.6245, 0.2000, -0.9874)
48(1.1289, 0.2000, -0.8933)
48(1.0319, 0.2000, -0.6400)
48(-0.2676, 0.2000, -1.1682)
48(1.2933, 0.2000, -1.4833)
48(0.5158, 0.2000, -1.5131)
48(-1.1212, 0.2000, 0.1419)
48(2.8828, 0.2000, -1.4916)
49(1.6200, 0.2000, -1.1900)
49(1.6029, 0.2000, -0.9855)
49(1.1094, 0.2000, -0.8917)
49(1.0128, 0.2000, -0.6400)
49(-0.2847, 0.2000, -1.1735)
49(1.3117, 0.2000, -1.4829)
49(0.5400, 0.2000, -1.5167)
49(-1.1143, 0.2000, 0.1429)
49(2.8592, 0.2000, -1.4924)
50(1.5967, 0.2000, -1.1883)
50(1.5813, 0.2000, -0.9835)
50(1.0900, 0.2000, -0.8900)
50(0.9936, 0.2000, -0.6400)
50(-0.3018, 0.2000, -1.1788)
50(1.3300, 0.2000, -1.4825)
50(0.5642, 0.2000, -1.5203)
50(-1.1074, 0.2000, 0.1438)
50(2.8356, 0.2000, -1.4932)
51(1.5733, 0.2000, -1.1867)
51(1.5597, 0.2000, -0.9816)
51(1.0706, 0.2000, -0.8883)
51(0.9745, 0.2000, -0.6400)
51(-0.3188, 0.2000, -1.1841)
51(1.3483, 0.2000, -1.4821)
51(0.5883, 0.2000, -1.5239)
51(-1.1005, 0.2000, 0.1448)
51(2.8120, 0.2000, -1.4940)
52(1.5500, 0.2000, -1.1850)
52(1.5381, 0.2000, -0.9797)
52(1.0511, 0.2000, -0.8867)
52(0.9553, 0.2000, -0.6400)
52(-0.3359, 0.2000, -1.1894)
52(1.3667, 0.2000, -1.4817)
52(0.6125, 0.2000, -1.5275)
52(-1.0936, 0.2000, 0.1457)
52(2.7884, 0.2000, -1.4948)
53(1.5267, 0.2000, -1.1833)
53(1.5165, 0.2000, -0.9777)
53(1.0317, 0.2000, -0.8850)
53(0.9362, 0.2000, -0.6400)
53(-0.3529, 0.2000, -1.1947)
53(1.3850, 0.2000, -1.4813)
53(0.6367, 0.2000, -1.5311)
53(-1.0867, 0.2000, 0.1467)
53(2.7648, 0.2000, -1.4956)
54(1.5033, 0.2000, -1.1817)
54(1.4948, 0.2000, -0.9758)
54(1.0122, 0.2000, -0.8833)
54(0.9170, 0.2000, -0.6400)
54(-0.3700, 0.2000, -1.2000)
54(1.4033, 0.2000, -1.4808)
54(0.6608, 0.2000, -1.5347)
54(-1.0798, 0.2000, 0.1476)
54(2.7412, 0.2000, -1.4964)
55(1.4800, 0.2000, -1.1800)
55(1.4732, 0.2000, -0.9739)
55(0.9928, 0.2000, -0.8817)
55(0.8979, 0.2000, -0.6400)
55(-0.3871, 0.2000, -1.2053)
55(1.4217, 0.2000, -1.4804)
55(0.6850, 0.2000, -1.5383)
55(-1.0729, 0.2000, 0.1486)
55(2.7176, 0.2000, -1.4972)
56(1.4587, 0.2000, -1.1855)
56(1.4516, 0.2000, -0.9719)
56(0.9733, 0.2000, -0.8800)
56(0.8787, 0.2000, -0.6400)
56(-0.4041, 0.2000, -1.2106)
56(1.4400, 0.2000, -1.4800)
56(0.7092, 0.2000, -1.5419)
56(-1.0660, 0.2000, 0.1495)
56(2.6940, 0.2000, -1.4980)
57(1.4374, 0.2000, -1.1910)
57(1.4300, 0.2000, -0.9700)
57(0.9539, 0.2000, -0.8783)
